,id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
646,647,1,4,4,4,2,2,2,1,84,100,100,100,60,100,51,100,,,5,5,5,5,4,4,4,4,2,3,,3,8,1,8,8,2,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,2,4,5,3,3,5,2,5,3,4,1,2,4,1,4,4,6,5,9,5,2,6,1,4,4,2,3,5,1,1,1,4,3,5,3,4,1,1,1,6,1,4,4,1,1,2,5,1978,2
649,650,2,3,4,5,2,2,2,1,90,97,66,86,47,76,51,81,,,5,5,5,5,4,4,5,5,2,2,,8,8,8,8,8,8,8,2,8,8,8,8,8,4,8,8,8,3,8,1,8,3,3,4,2,3,5,1,4,4,5,1,3,6,1,1,2,2,3,4,4,1,6,1,2,2,2,5,5,1,1,1,3,2,5,2,4,1,2,1,3,2,3,5,1,1,3,3,1970,2
650,651,2,4,5,5,2,2,2,2,0,51,51,50,15,41,0,51,,,5,4,5,5,4,4,4,3,3,2,,8,8,8,8,8,4,8,8,8,1,8,8,8,8,2,3,8,8,8,8,8,3,3,4,2,3,4,1,4,5,4,4,3,5,1,2,4,2,3,9,3,2,5,1,2,3,2,5,5,1,1,4,3,3,4,2,4,1,4,1,5,1,2,5,2,2,3,5,1962,1
651,652,1,5,5,5,2,2,2,2,18,50,50,51,94,17,35,85,,,4,4,3,3,3,3,2,2,3,3,,8,8,8,8,8,8,3,8,8,2,1,8,8,8,8,8,8,4,8,8,8,3,2,3,1,3,3,1,3,5,4,1,7,5,1,4,2,1,2,3,4,1,2,1,2,4,2,7,7,1,3,4,2,3,3,3,3,1,4,1,4,1,1,1,2,2,2,5,1949,1
654,655,2,5,5,5,2,2,2,1,91,98,42,42,21,12,42,50,,,5,5,5,5,4,4,4,4,2,4,,8,8,8,8,3,1,8,8,8,8,8,8,8,8,2,8,8,8,8,8,4,1,1,5,1,3,5,2,3,3,6,2,1,4,1,4,2,5,9,2,5,1,5,1,2,4,3,1,2,1,3,1,2,2,5,2,5,1,2,1,6,2,2,1,2,2,6,2,1947,2
655,656,2,5,5,5,2,2,2,1,100,100,83,91,68,58,70,81,,,5,5,5,5,3,2,4,4,1,1,,8,8,8,8,8,3,8,8,8,1,4,8,8,8,8,8,8,8,8,2,8,1,1,5,2,2,5,1,5,3,5,3,2,4,1,1,4,4,9,3,5,2,4,1,2,3,2,5,2,1,3,4,3,2,4,2,4,2,3,2,5,1,3,2,2,2,5,4,1972,2
656,657,2,4,5,5,2,2,2,2,8,91,41,33,100,13,30,80,,,4,3,5,4,2,2,4,5,5,5,,8,8,8,8,1,4,8,8,8,8,8,8,8,8,2,3,8,8,8,8,8,1,3,5,1,2,3,1,1,4,5,4,5,7,2,6,2,1,2,2,5,1,1,1,3,1,3,4,3,1,2,4,2,5,5,5,5,1,4,1,6,1,1,1,2,2,1,5,1940,2
658,659,1,3,4,4,2,2,2,2,1,85,86,86,100,41,46,70,,,5,5,5,5,4,4,4,4,5,5,,8,8,8,8,8,8,4,8,8,8,8,2,8,8,8,8,8,3,8,8,1,4,4,4,8,5,3,5,1,5,1,2,1,4,1,2,2,1,9,3,5,2,2,4,6,6,2,6,7,2,2,7,7,3,2,2,2,1,1,2,6,1,1,4,2,1,2,5,1968,1
659,660,4,1,1,5,2,2,2,2,100,0,99,100,100,26,100,4,,,1,5,1,1,1,5,1,1,1,1,,8,8,8,8,8,8,4,8,8,8,8,8,8,1,8,8,8,2,8,8,3,1,1,1,1,1,1,1,1,5,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,10,2,1995,2
660,661,1,1,1,1,1,2,1,2,4,85,85,85,20,10,50,50,,,3,3,3,3,3,3,3,3,3,3,,8,3,8,8,8,8,8,8,8,4,1,8,8,8,8,2,8,8,8,8,8,3,3,3,2,3,3,2,2,4,1,7,1,1,7,7,6,2,4,9,5,3,7,4,7,7,2,7,7,2,2,7,1,2,3,3,4,1,1,2,5,2,1,5,1,1,2,5,1972,1
663,664,2,5,5,5,2,2,2,2,42,94,88,14,72,95,1,87,,,4,4,4,1,4,4,5,1,3,3,,8,4,8,8,8,1,8,8,8,8,2,8,8,8,8,8,8,8,3,8,8,3,4,5,3,4,4,4,4,4,3,1,5,5,1,1,3,4,2,9,5,1,2,1,2,3,1,7,6,1,3,3,3,2,3,3,3,1,2,2,4,2,2,1,2,2,2,5,1960,2
666,667,2,5,5,5,2,2,2,1,81,85,50,50,20,41,50,56,,,5,5,5,5,5,5,5,5,3,3,,8,8,8,8,8,2,8,8,8,4,8,8,8,8,1,3,8,8,8,8,8,3,3,3,3,3,3,3,3,5,997,4,4,4,1,2,4,7,4,9,5,2,4,1,2,4,4,1,2,2,3,4,4,2,5,2,4,2,4,4,4,2,2,1,2,2,5,5,1960,2
668,669,3,4,5,5,2,2,2,1,3,50,80,52,65,50,0,59,,,1,5,5,3,3,3,4,2,3,3,,8,8,8,8,8,8,8,2,8,4,3,8,8,8,8,8,8,8,8,8,1,2,3,4,3,4,4,1,3,5,997,4,6,6,4,2,4,2,9,2,4,2,1,1,2,4,2,6,6,1,3,6,4,4,4,3,2,1,4,3,3,1,2,2,2,2,2,4,1971,1
669,670,1,1,3,3,2,2,2,2,91,6,90,7,31,5,6,6,,,4,4,4,4,5,4,5,5,2,1,,8,4,8,8,8,8,8,8,8,8,2,1,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,2,2,9,3,2,1,2,4,4,3,4,4,1,2,4,4,3,3,3,3,2,3,1,6,2,1,3,1,1,1,3,1957,1
670,671,2,5,5,5,2,2,2,1,99,94,91,96,72,79,89,100,,,4,3,4,5,4,2,3,3,2,3,,8,8,4,8,8,8,8,3,2,8,1,8,8,8,8,8,8,8,8,8,8,2,3,5,1,2,5,2,3,5,5,3,1,2,1,1,2,7,4,3,4,1,3,1,2,2,2,6,6,1,1,1,5,2,5,2,5,3,4,1,5,2,1,3,2,2,1,5,1973,2
671,672,3,5,5,5,2,2,2,1,12,50,90,71,100,77,6,81,,,3,4,4,4,1,2,2,2,3,2,,8,8,8,8,8,8,8,8,8,8,3,1,8,8,8,8,2,8,8,4,8,3,4,2,1,5,5,1,5,5,4,1,6,4,1,6,2,1,9,4,5,2,1,1,1,1,5,3,2,1,2,2,1,1,1,1,1,1,1,1,6,2,1,1,2,2,1,4,1968,1
674,675,1,4,4,5,1,2,2,1,89,77,73,75,81,84,62,93,,,5,5,5,5,5,5,5,5,3,3,,1,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,1,1,4,2,3,5,1,3,4,4,3,1,2,1,2,2,7,9,4,4,1,7,1,2,4,3,5,5,1,1,2,3,3,5,3,5,1,1,1,6,2,1,4,2,1,2,4,1934,2
675,676,1,3,5,4,2,2,2,1,99,59,62,89,0,100,50,98,,,5,5,5,5,8,8,8,8,1,1,,8,8,8,8,3,1,8,8,4,8,8,8,8,8,8,8,8,8,8,8,2,2,2,3,1,3,5,2,5,3,997,4,2,5,1,4,4,1,2,9,4,1,1,1,4,2,2,3,3,1,2,4,1,1,5,1,5,1,2,1,3,2,1,1,2,1,4,3,1947,1
676,677,2,2,4,5,2,2,2,1,91,70,51,51,21,50,50,90,,,4,4,5,5,4,4,4,4,2,3,,8,8,8,8,8,2,8,8,1,4,8,8,8,8,8,8,8,8,8,3,8,2,3,4,3,3,5,2,3,3,5,7,1,2,1,1,2,4,3,2,3,1,7,1,1,2,2,7,6,1,1,3,3,2,4,1,4,1,2,1,6,2,4,3,1,1,5,3,1989,2
677,678,1,2,3,2,1,1,2,1,31,91,87,100,57,94,36,50,,,3,2,1,5,3,2,1,4,1,3,,8,8,8,8,1,8,3,8,8,4,8,8,8,8,2,8,8,8,8,8,8,4,1,1,4,1,1,5,1,5,6,3,1,1,1,2,4,5,9,1,1,1,3,2,1,1,2,1,4,1,1,3,4,1,1,1,1,2,2,6,6,2,2,1,1,1,2,1,1980,2
679,680,1,1,2,1,2,2,2,1,1,6,98,27,49,10,0,69,,,1,4,1,1,1,3,1,1,3,3,,8,8,8,8,8,8,2,8,8,3,4,8,8,8,8,8,8,8,8,8,1,3,3,4,3,3,2,4,4,2,6,2,4,3,3,4,2,3,1,9,1,2,3,2,3,4,3,2,4,2,1,3,2,3,3,2,3,2,3,4,4,2,1,2,2,2,1,1,1952,1
685,686,3,5,5,5,2,2,2,1,86,51,99,22,91,75,7,88,,,2,4,3,3,1,3,3,1,2,2,,3,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,1,4,4,4,1,1,4,3,5,1,3,4,4,7,1,2,2,1,3,9,3,2,3,1,2,2,1,5,3,1,3,4,4,3,3,3,3,2,3,3,3,2,2,2,2,2,2,5,1985,1
686,687,1,3,2,5,1,1,1,2,3,50,97,8,95,1,1,56,,,1,1,1,1,3,3,2,1,5,5,,1,3,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,2,2,2,2,3,3,4,4,1,5,1,1,7,7,7,1,1,3,2,2,5,1,2,2,7,7,4,7,7,2,2,7,5,5,5,4,5,1,3,6,2,2,1,5,2,1,4,5,1976,1
687,688,1,3,3,2,2,1,2,2,96,80,55,37,52,50,65,75,,,2,3,4,4,1,3,2,4,1,1,,8,8,8,8,8,8,8,1,8,2,8,8,8,8,8,8,8,3,8,4,8,1,2,3,2,1,3,2,4,3,7,2,5,5,1,1,2,2,9,4,5,1,2,1,1,1,4,1,1,2,3,2,2,3,5,3,5,1,4,1,6,2,1,1,2,2,6,3,1966,2
689,690,1,3,4,3,2,1,2,2,99,59,72,55,55,58,81,96,,,2,1,2,3,2,1,2,2,3,3,,8,8,8,8,4,1,8,8,8,8,8,8,8,8,8,2,8,8,8,3,8,1,1,3,1,2,5,1,4,5,997,4,2,4,2,1,3,6,5,3,5,1,7,1,2,1,1,3,4,1,1,2,5,2,4,1,4,2,1,3,6,2,3,3,2,2,2,3,1990,1
692,693,1,5,4,5,2,2,2,1,13,13,89,100,98,51,57,100,,,3,5,5,5,4,5,5,4,4,2,,8,4,2,8,8,8,8,8,3,8,1,8,8,8,8,8,8,8,8,8,8,2,3,5,3,3,4,2,5,3,3,4,2,4,2,1,2,1,3,9,5,1,2,1,3,7,2,3,2,1,1,3,2,1,1,1,2,1,1,1,6,1,1,1,2,2,4,3,1957,1
696,697,2,4,5,5,2,2,2,2,14,50,50,50,70,50,41,80,,,5,5,5,5,5,5,5,5,4,4,,8,1,8,8,8,2,3,8,8,8,8,8,8,8,8,8,8,8,4,8,8,2,4,5,2,3,5,1,3,4,3,1,2,6,1,3,3,4,3,9,5,2,7,4,4,4,2,3,3,1,1,4,6,3,5,3,4,1,1,1,6,1,1,1,2,2,2,5,1958,2
700,701,3,3,3,5,2,2,2,2,74,81,41,50,73,39,44,25,,,4,4,3,3,3,3,3,3,3,3,,8,8,8,8,8,8,8,8,8,2,8,3,8,8,4,8,8,1,8,8,8,1,3,3,3,4,1,4,3,3,5,4,4,4,4,4,4,4,4,9,3,4,4,2,4,4,3,4,4,1,3,4,4,3,3,3,3,2,4,4,3,2,3,3,2,2,5,4,1967,1
701,702,2,3,4,3,2,2,2,1,70,72,70,71,66,86,71,81,,,3,3,3,3,3,3,3,3,3,3,,8,4,8,8,8,8,8,8,8,2,8,8,8,8,8,8,1,8,8,3,8,1,3,5,3,3,5,2,5,3,997,3,3,3,1,1,2,1,9,1,4,1,4,1,4,3,2,6,6,1,3,3,4,2,3,3,4,1,4,1,6,2,3,3,1,1,1,5,1996,2
707,708,1,4,5,5,2,2,2,2,1,50,51,35,50,50,3,52,,,5,5,5,5,3,5,4,3,3,3,,8,8,8,8,8,2,8,8,8,8,1,8,8,8,8,3,8,8,8,8,4,5,5,5,5,5,5,5,5,5,1,1,7,7,4,4,4,1,3,9,5,3,1,3,4,2,3,4,4,1,1,4,2,2,2,2,2,2,2,1,5,2,1,3,2,2,2,5,1982,2
712,713,2,2,2,3,2,2,2,2,32,86,86,75,99,67,72,88,,,4,4,4,4,3,4,4,3,3,2,,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,4,8,3,2,2,4,5,2,3,5,3,3,3,6,3,3,3,1,1,3,3,2,3,3,2,2,1,3,2,2,5,3,1,1,2,2,2,3,4,3,1,2,5,5,2,2,2,2,2,3,5,1991,2
713,714,2,3,5,3,2,2,2,2,30,52,72,91,45,56,32,10,,,3,2,2,3,3,3,4,5,3,3,,8,8,8,8,8,8,1,8,8,2,8,8,8,3,8,8,8,4,8,8,8,4,2,5,3,4,5,2,5,5,5,4,4,4,1,4,4,3,9,4,4,3,4,2,4,4,1,3,2,2,2,3,1,2,4,2,5,1,2,4,2,2,5,1,2,2,2,1,1980,1
715,716,2,3,4,3,2,2,2,1,2,100,99,98,87,47,2,80,,,5,5,5,1,3,3,3,1,5,5,,8,8,8,8,8,1,8,8,8,3,8,4,8,8,8,8,8,8,8,2,8,2,3,3,2,3,2,4,2,2,4,4,7,7,1,1,3,1,1,3,1,1,1,1,3,4,2,7,7,1,3,1,6,3,5,2,5,2,3,4,2,1,1,1,2,2,5,4,1979,2
716,717,1,3,5,4,2,2,2,1,75,88,60,94,51,69,54,61,,,3,4,5,5,1,2,5,3,1,3,,8,8,8,8,8,8,1,8,2,3,8,8,8,8,8,8,8,4,8,8,8,3,2,5,2,3,4,3,2,3,6,4,3,2,1,2,3,4,3,3,2,2,3,1,2,3,3,3,3,1,1,2,2,2,2,3,2,2,2,5,5,2,1,2,1,1,2,2,1995,2
719,720,2,5,5,5,2,2,1,2,3,60,84,68,67,5,10,19,,,3,3,3,3,3,3,4,1,3,4,,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,3,8,2,1,8,8,2,3,1,4,4,1,4,1,1,2,4,2,5,2,4,3,1,1,1,3,1,4,1,7,4,2,7,7,2,3,4,7,3,3,3,3,1,3,1,5,2,4,4,1,1,2,4,1974,1
720,721,3,4,3,3,2,2,2,2,88,81,95,97,80,43,30,69,,,4,3,4,3,2,4,3,1,3,2,,8,8,8,8,8,1,8,4,8,8,8,8,8,8,3,8,8,8,8,8,2,3,3,3,3,4,3,4,3,4,5,4,3,2,2,2,2,2,9,3,4,2,1,2,2,3,3,3,5,1,3,2,3,2,3,3,4,1,1,1,4,1,2,1,2,2,4,3,1963,1
722,723,1,3,5,2,1,2,2,2,2,50,81,97,81,2,29,81,,,1,5,5,1,1,5,5,1,5,4,,8,8,8,8,8,8,8,8,8,8,3,8,1,8,8,8,8,8,4,8,2,4,3,3,4,4,2,5,1,4,2,3,6,6,4,4,4,3,9,5,3,2,5,2,7,5,5,5,6,2,3,5,4,3,3,3,3,1,1,1,4,2,1,2,1,1,2,4,1988,1
723,724,2,2,3,3,2,2,2,2,97,45,57,79,69,14,41,72,,,1,3,5,2,1,4,3,3,2,3,,8,8,8,8,8,3,2,8,8,8,8,8,8,4,8,8,8,8,8,1,8,1,2,5,4,4,5,2,5,5,7,4,2,3,1,2,4,2,9,4,3,2,2,2,1,2,2,1,5,1,3,1,1,1,5,1,4,1,2,1,5,2,1,1,2,2,4,4,1990,2
726,727,1,2,2,2,2,2,2,2,49,93,76,93,74,95,95,96,,,5,5,5,5,4,4,4,4,2,2,,8,8,8,8,8,8,8,1,8,8,8,3,8,8,8,8,8,8,8,4,2,3,3,3,3,3,3,3,3,4,7,2,3,4,2,2,3,3,9,3,2,3,3,1,2,2,2,3,3,1,3,2,3,3,3,2,3,2,3,2,4,2,2,2,1,1,2,5,1965,2
728,729,2,5,5,5,2,2,2,2,97,46,99,98,49,96,1,99,,,1,5,5,1,1,5,5,1,4,4,,8,1,8,8,8,8,8,4,8,8,8,8,8,8,8,2,8,8,8,8,3,1,1,5,1,3,5,1,5,5,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,3,4,1,3,4,4,3,1,3,1,2,1,7,6,2,2,1,2,2,3,5,1991,2
731,732,1,2,2,3,1,1,1,1,26,42,19,25,23,28,31,26,,,2,3,2,3,2,1,2,1,5,4,,8,8,3,8,8,8,8,8,8,8,8,8,2,8,8,1,8,8,8,8,4,2,4,2,3,2,2,2,2,4,7,1,1,1,1,1,1,1,9,1,2,1,1,1,1,1,4,1,1,1,1,1,1,5,5,5,2,2,1,1,1,1,3,1,1,1,5,1,1989,1
734,735,2,5,5,5,2,1,2,2,45,90,97,71,30,50,51,98,,,3,4,5,5,4,5,4,4,5,3,,8,8,8,8,8,1,8,3,8,8,8,8,4,8,2,8,8,8,8,8,8,2,2,2,1,4,5,1,1,4,5,4,4,5,1,1,1,7,9,1,2,1,7,1,1,1,2,4,3,1,1,1,4,4,4,4,4,1,4,1,5,2,1,1,2,2,1,4,1964,2
736,737,2,3,4,4,2,2,2,1,75,67,35,66,29,70,75,90,,,5,4,5,5,4,3,4,4,1,3,,8,8,8,1,3,8,8,8,4,8,8,8,8,2,8,8,8,8,8,8,8,2,3,5,3,3,5,1,5,5,5,1,2,3,1,1,4,5,4,3,4,2,4,1,3,3,2,6,6,1,1,1,2,2,5,2,5,1,1,1,6,2,3,4,1,1,2,5,1988,1
740,741,3,3,3,4,2,2,2,2,100,50,51,50,55,52,99,52,,,4,5,5,5,3,3,3,3,3,3,,8,8,8,8,8,3,8,1,8,8,4,8,8,2,8,8,8,8,8,8,8,1,1,5,1,2,5,1,3,5,7,4,4,4,4,4,4,4,4,9,5,1,4,1,1,1,3,6,4,1,3,2,5,2,5,2,5,2,1,4,4,2,5,5,2,2,7,5,1994,2
748,749,2,4,5,5,2,2,2,1,52,47,83,100,100,41,55,56,,,1,3,5,4,2,4,4,3,3,3,,3,8,8,8,8,8,8,4,1,8,8,8,8,8,8,8,8,8,8,2,8,3,4,5,3,4,5,2,3,5,3,3,3,4,2,1,3,4,3,3,4,3,4,1,2,3,3,3,2,2,3,4,4,3,4,3,3,1,2,4,3,2,3,3,2,2,3,5,1994,2
750,751,1,5,5,5,2,2,2,1,37,50,92,81,85,40,47,88,,,2,4,4,3,3,4,4,3,4,4,,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8,3,2,4,4,3,4,5,5,5,4,4,5,3,4,4,5,4,3,3,4,9,2,5,1,4,2,4,4,2,4,5,1,2,4,5,3,3,2,2,1,3,1,6,2,1,1,2,2,1,5,1967,1
752,753,4,5,5,5,2,2,2,2,12,19,100,17,80,100,1,51,,,2,4,4,5,2,3,3,1,3,4,,3,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,1,4,8,8,8,3,4,3,2,4,2,3,2,5,4,4,2,7,1,1,3,1,3,9,4,1,5,2,7,7,2,4,3,2,2,4,4,3,3,1,1,1,4,1,6,1,1,1,2,2,2,5,1987,2
754,755,4,3,3,3,2,2,2,2,52,45,44,41,56,46,43,61,,,5,5,5,5,5,5,5,3,3,3,,8,8,8,8,8,3,8,8,8,4,1,8,8,8,8,8,8,8,8,8,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,1,9,3,3,3,4,2,4,4,3,4,4,1,3,2,4,3,3,3,3,2,4,4,3,2,3,3,2,2,3,3,1980,1
758,759,1,4,4,3,2,2,2,1,72,80,47,80,67,83,80,91,,,5,5,5,5,5,5,5,5,2,3,,8,8,8,4,8,3,8,8,8,2,1,8,8,8,8,8,8,8,8,8,8,2,3,5,2,2,5,1,5,3,4,7,2,3,1,1,2,5,3,9,5,1,4,1,2,2,3,5,5,1,1,1,3,2,3,2,3,3,1,1,6,2,4,5,2,2,2,5,1993,1
759,760,2,5,5,5,2,2,2,1,94,72,74,80,94,82,44,84,,,5,3,5,5,4,2,4,4,3,4,,8,8,8,8,2,3,8,8,8,8,8,8,8,8,4,8,8,8,8,1,8,2,2,2,1,2,3,1,2,5,4,6,7,4,1,1,3,1,2,3,4,3,5,1,1,1,1,7,7,1,1,1,4,3,3,2,3,1,4,1,6,2,3,4,2,2,1,5,1947,2
760,761,1,2,4,5,2,1,2,2,26,25,33,27,17,49,57,98,,,3,3,3,3,1,2,3,1,2,3,,1,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,3,8,8,4,8,4,4,2,2,3,5,1,2,1,997,4,5,6,1,1,4,2,9,3,2,1,6,2,3,3,1,6,5,1,2,2,4,5,5,4,5,1,4,4,2,2,1,5,2,2,2,1,1985,2
762,763,2,5,5,5,2,2,2,1,71,48,47,17,50,29,50,31,,,3,3,3,3,3,3,1,2,4,4,,8,8,8,8,4,3,8,8,8,8,8,8,8,8,1,2,8,8,8,8,8,1,3,3,3,4,3,1,3,1,7,7,5,5,3,1,3,1,1,2,4,1,4,1,7,2,3,3,6,1,1,3,5,2,5,1,5,1,4,1,3,2,1,1,2,2,6,2,1960,1
763,764,1,1,1,1,1,1,1,2,1,50,50,50,50,0,50,99,,,3,4,4,5,3,5,5,3,3,3,,8,2,8,8,1,8,4,8,8,8,8,8,8,8,8,3,8,8,8,8,8,5,5,1,5,5,1,4,3,3,1,7,4,4,7,7,7,1,4,9,4,3,5,4,7,7,5,5,6,1,2,7,5,3,3,3,3,1,1,7,3,2,1,5,2,1,3,5,1980,1
764,765,2,5,5,5,2,1,2,2,100,100,100,100,1,70,99,50,,,5,5,5,5,4,4,4,4,3,3,,8,8,8,8,3,8,8,2,8,8,8,8,8,4,1,8,8,8,8,8,8,1,3,5,3,4,5,1,5,4,997,4,1,2,1,1,1,1,9,3,4,1,1,1,1,1,1,4,2,1,1,1,4,2,5,2,5,2,4,1,6,2,1,1,2,2,4,5,1977,2
765,766,2,3,2,4,2,2,2,1,13,49,100,100,100,71,50,100,,,5,5,5,5,5,5,5,5,4,4,,8,8,8,8,8,1,8,8,3,4,8,8,8,8,8,8,8,8,8,2,8,3,4,5,5,4,5,3,3,5,6,4,1,4,4,1,1,4,1,1,1,1,4,1,1,1,4,4,2,1,3,3,4,1,1,1,1,2,4,1,6,2,2,1,2,2,3,5,1975,2
769,770,3,5,5,5,2,2,2,1,100,89,3,72,42,51,50,50,,,4,5,3,5,3,2,5,5,2,2,,8,8,8,8,8,4,8,8,3,8,1,8,8,8,8,8,8,8,8,2,8,2,3,5,2,2,2,3,2,5,7,1,6,6,1,1,4,1,5,9,5,2,6,1,3,3,2,3,3,1,3,4,6,1,5,1,5,1,3,1,6,2,2,1,2,2,5,4,1983,2
770,771,3,4,5,4,2,2,2,1,99,89,90,75,52,6,85,63,,,3,3,3,3,3,3,3,3,2,3,,8,8,8,8,8,4,8,8,8,8,8,8,8,8,1,8,8,3,8,2,8,3,3,3,3,3,3,3,3,3,4,4,2,3,2,2,3,4,3,9,3,2,2,1,1,2,4,3,3,1,1,3,2,3,4,3,4,2,2,2,4,2,3,2,2,2,6,3,1961,1
773,774,1,1,1,2,2,2,2,2,16,80,77,74,59,19,16,37,,,3,3,3,3,3,3,3,3,3,3,,8,8,8,8,8,8,2,8,8,8,8,8,4,8,8,8,8,8,8,1,3,2,2,2,2,2,2,2,2,3,7,3,4,2,4,4,4,4,3,9,3,1,4,2,2,3,3,4,4,1,2,4,4,3,3,3,4,2,4,4,4,1,1,2,1,1,6,3,1969,2
775,776,3,4,5,5,2,2,2,2,11,46,83,72,76,40,11,69,,,3,4,4,5,3,4,4,3,2,2,,8,8,8,8,8,2,4,8,8,8,1,8,8,8,8,3,8,8,8,8,8,3,3,4,2,3,5,2,4,5,2,2,2,3,3,5,4,1,3,9,4,1,3,2,3,5,3,6,6,1,3,4,2,2,3,3,4,1,1,2,5,1,1,2,2,2,3,4,1990,1
779,780,1,4,3,3,2,2,1,1,0,51,71,41,100,21,7,83,,,3,4,3,2,2,4,3,1,5,3,,8,1,8,8,8,8,2,8,8,8,8,4,8,8,8,8,8,8,8,8,3,3,3,2,3,3,3,3,1,4,1,1,4,7,1,1,1,1,1,9,2,1,2,2,4,4,2,4,6,2,2,4,4,3,3,3,3,1,4,1,6,1,3,2,2,1,2,4,1942,2
781,782,2,5,5,5,2,2,2,1,94,90,90,90,7,36,50,90,,,4,4,4,4,4,4,4,4,5,5,,8,8,8,8,8,8,8,8,8,2,1,8,8,8,3,8,8,8,8,4,8,2,2,2,2,2,2,2,2,4,7,7,2,1,1,1,4,6,3,3,4,1,2,1,1,1,2,5,6,1,3,2,3,3,4,3,4,1,3,4,3,2,2,5,2,2,3,3,1957,1
783,784,1,4,5,5,2,2,2,2,85,75,69,98,85,70,69,99,,,5,5,5,5,5,5,5,5,2,3,,8,8,8,8,3,8,8,8,8,1,8,8,8,4,8,8,8,8,8,2,8,1,2,5,1,3,5,1,1,4,997,4,1,4,2,1,1,5,3,3,5,1,2,1,1,2,5,1,1,1,3,1,2,3,3,3,5,2,4,1,5,2,1,1,2,2,4,5,1947,2
785,786,2,3,3,3,1,1,1,1,49,84,85,94,89,87,83,66,,,3,4,3,2,3,4,3,3,3,3,,8,8,8,8,8,8,8,8,8,1,8,8,8,4,8,8,8,2,8,3,8,3,3,3,5,3,3,3,3,3,7,3,4,4,4,4,4,4,3,3,3,3,4,2,3,4,3,4,4,1,2,4,4,3,3,3,3,2,2,4,3,1,3,3,1,1,5,3,1976,1
787,788,4,5,5,5,2,2,2,1,93,82,19,92,4,70,52,98,,,3,4,1,3,3,5,3,3,1,1,,8,8,2,8,3,8,8,8,8,8,8,8,8,8,8,4,1,8,8,8,8,1,1,5,1,4,4,1,4,5,5,1,1,1,1,1,1,1,5,9,5,5,7,4,7,7,5,7,7,2,2,7,7,5,5,5,5,2,4,7,6,2,5,5,2,2,5,5,1953,1
788,789,3,5,5,5,2,2,2,1,52,81,100,73,89,96,44,89,,,4,5,4,4,4,5,3,2,4,4,,8,8,8,8,8,4,8,8,8,8,1,8,8,8,3,8,2,8,8,8,8,3,2,4,2,4,4,2,2,5,7,4,4,2,4,4,2,4,3,9,4,2,4,2,2,2,2,4,5,2,2,2,4,3,4,3,3,2,2,1,2,1,1,1,2,2,3,5,1966,2
793,794,4,5,5,5,2,2,2,1,998,50,50,50,72,100,50,50,,,5,5,5,5,5,5,5,5,3,3,,8,8,8,8,8,8,8,1,8,8,8,8,8,4,8,8,8,8,8,2,3,2,2,4,3,4,5,2,4,5,997,4,1,4,1,2,3,3,2,5,2,3,4,1,4,4,3,5,3,1,1,4,4,2,3,1,3,2,1,1,3,2,2,1,2,2,4,4,1997,1
798,799,1,2,4,3,2,2,2,1,86,84,59,80,70,49,90,94,,,3,4,4,5,2,3,3,3,2,2,,8,8,8,2,8,3,8,8,8,8,8,4,8,8,8,8,8,8,8,1,8,2,3,2,2,2,2,2,3,4,6,1,3,3,1,2,2,7,9,2,3,1,3,1,3,5,3,2,3,1,3,3,2,3,3,3,4,1,1,1,5,1,1,5,2,1,1,5,1956,1
